O1ENSID	O2ENSID
ENSMUSG00000065455	
ENSMUSG00000028964	ENSDARG00000034826
ENSMUSG00000080778	
ENSMUSG00000089550	
ENSMUSG00000076274	
ENSMUSG00000020090	ENSDARG00000091788
ENSMUSG00000048240	ENSDARG00000038693
ENSMUSG00000034189	ENSDARG00000041736
ENSMUSG00000088739	
ENSMUSG00000107691	
ENSMUSG00000085395	
ENSMUSG00000102079	
ENSMUSG00000069855	ENSDARG00000061455
ENSMUSG00000069855	ENSDARG00000079340
ENSMUSG00000069855	ENSDARG00000046012
ENSMUSG00000064658	
ENSMUSG00000102029	
ENSMUSG00000055660	ENSDARG00000088999
ENSMUSG00000037316	ENSDARG00000043179
ENSMUSG00000095504	
ENSMUSG00000101199	
ENSMUSG00000087855	
ENSMUSG00000083215	
ENSMUSG00000102782	
ENSMUSG00000087756	
ENSMUSG00000105190	
ENSMUSG00000077734	ENSDARG00000083950
ENSMUSG00000074250	
ENSMUSG00000102266	
ENSMUSG00000108791	
ENSMUSG00000091557	
ENSMUSG00000021216	
ENSMUSG00000099311	
ENSMUSG00000089151	
ENSMUSG00000065319	
ENSMUSG00000102178	
ENSMUSG00000087859	
ENSMUSG00000094815	ENSDARG00000081937
ENSMUSG00000045952	
ENSMUSG00000097167	
ENSMUSG00000070544	ENSDARG00000086775
ENSMUSG00000070544	ENSDARG00000070545
ENSMUSG00000100670	
ENSMUSG00000105478	
ENSMUSG00000033278	ENSDARG00000098503
ENSMUSG00000054134	ENSDARG00000068923
ENSMUSG00000081300	
ENSMUSG00000095063	
ENSMUSG00000092450	
ENSMUSG00000048899	ENSDARG00000016830
ENSMUSG00000080659	
ENSMUSG00000106264	
ENSMUSG00000077153	
ENSMUSG00000084599	
ENSMUSG00000024817	
ENSMUSG00000037722	ENSDARG00000039892
ENSMUSG00000092120	
ENSMUSG00000108546	
ENSMUSG00000108175	
ENSMUSG00000065818	
ENSMUSG00000107427	
ENSMUSG00000031881	ENSDARG00000077570
ENSMUSG00000096216	
ENSMUSG00000065586	
ENSMUSG00000038068	ENSDARG00000024940
ENSMUSG00000098671	
ENSMUSG00000102249	
ENSMUSG00000099264	
ENSMUSG00000087434	
ENSMUSG00000030168	ENSDARG00000101849
ENSMUSG00000094113	
ENSMUSG00000089465	
ENSMUSG00000107248	
ENSMUSG00000032112	ENSDARG00000027418
ENSMUSG00000085941	
ENSMUSG00000023828	ENSDARG00000058775
ENSMUSG00000083098	
ENSMUSG00000091039	
ENSMUSG00000055546	ENSDARG00000077257
ENSMUSG00000031938	ENSDARG00000100254
ENSMUSG00000084527	
ENSMUSG00000034110	ENSDARG00000061580
ENSMUSG00000100113	
ENSMUSG00000038690	ENSDARG00000087461
ENSMUSG00000100244	
ENSMUSG00000042993	
ENSMUSG00000088010	
ENSMUSG00000007610	ENSDARG00000018650
ENSMUSG00000085830	
ENSMUSG00000064720	
ENSMUSG00000004393	ENSDARG00000020913
ENSMUSG00000099372	
ENSMUSG00000053358	
ENSMUSG00000032737	ENSDARG00000104222
ENSMUSG00000101972	ENSDARG00000103819
ENSMUSG00000101972	ENSDARG00000077587
ENSMUSG00000101972	ENSDARG00000104944
ENSMUSG00000066537	ENSDARG00000098546
ENSMUSG00000066537	ENSDARG00000104881
ENSMUSG00000066537	ENSDARG00000056009
ENSMUSG00000066537	ENSDARG00000061873
ENSMUSG00000066537	ENSDARG00000104241
ENSMUSG00000066537	ENSDARG00000056180
ENSMUSG00000066537	ENSDARG00000098225
ENSMUSG00000066537	ENSDARG00000055983
ENSMUSG00000066537	ENSDARG00000061903
ENSMUSG00000066537	ENSDARG00000068520
ENSMUSG00000066537	ENSDARG00000101909
ENSMUSG00000066537	ENSDARG00000088029
ENSMUSG00000066537	ENSDARG00000056006
ENSMUSG00000066537	ENSDARG00000091990
ENSMUSG00000066537	ENSDARG00000040632
ENSMUSG00000066537	ENSDARG00000053036
ENSMUSG00000066537	ENSDARG00000061883
ENSMUSG00000066537	ENSDARG00000100377
ENSMUSG00000066537	ENSDARG00000056014
ENSMUSG00000066537	ENSDARG00000104854
ENSMUSG00000066537	ENSDARG00000029635
ENSMUSG00000066537	ENSDARG00000068549
ENSMUSG00000066537	ENSDARG00000098492
ENSMUSG00000066537	ENSDARG00000088192
ENSMUSG00000066537	ENSDARG00000092523
ENSMUSG00000066537	ENSDARG00000056000
ENSMUSG00000066537	ENSDARG00000103122
ENSMUSG00000066537	ENSDARG00000105189
ENSMUSG00000066537	ENSDARG00000023168
ENSMUSG00000066537	ENSDARG00000100451
ENSMUSG00000066537	ENSDARG00000099773
ENSMUSG00000066537	ENSDARG00000067828
ENSMUSG00000066537	ENSDARG00000094735
ENSMUSG00000066537	ENSDARG00000053075
ENSMUSG00000066537	ENSDARG00000100604
ENSMUSG00000066537	ENSDARG00000101083
ENSMUSG00000066537	ENSDARG00000100026
ENSMUSG00000066537	ENSDARG00000011034
ENSMUSG00000066537	ENSDARG00000068576
ENSMUSG00000066537	ENSDARG00000091790
ENSMUSG00000066537	ENSDARG00000055920
ENSMUSG00000066537	ENSDARG00000008095
ENSMUSG00000066537	ENSDARG00000096362
ENSMUSG00000066537	ENSDARG00000035214
ENSMUSG00000066537	ENSDARG00000102459
ENSMUSG00000066537	ENSDARG00000094862
ENSMUSG00000066537	ENSDARG00000056154
ENSMUSG00000066537	ENSDARG00000040594
ENSMUSG00000066537	ENSDARG00000055994
ENSMUSG00000066537	ENSDARG00000104430
ENSMUSG00000066537	ENSDARG00000055952
ENSMUSG00000066537	ENSDARG00000104552
ENSMUSG00000066537	ENSDARG00000068566
ENSMUSG00000062687	ENSDARG00000007971
ENSMUSG00000045767	ENSDARG00000104582
ENSMUSG00000045767	ENSDARG00000060018
ENSMUSG00000080737	
ENSMUSG00000088677	
ENSMUSG00000101547	
ENSMUSG00000021928	ENSDARG00000036636
ENSMUSG00000032422	ENSDARG00000006332
ENSMUSG00000107115	
ENSMUSG00000095021	
ENSMUSG00000058981	
ENSMUSG00000088136	
ENSMUSG00000084642	
ENSMUSG00000078291	
ENSMUSG00000086549	
ENSMUSG00000026656	
ENSMUSG00000000183	ENSDARG00000045856
ENSMUSG00000000183	ENSDARG00000009351
ENSMUSG00000089581	
ENSMUSG00000000125	ENSDARG00000038990
ENSMUSG00000098749	
ENSMUSG00000061479	ENSDARG00000018890
ENSMUSG00000041012	ENSDARG00000102973
ENSMUSG00000041012	ENSDARG00000063162
ENSMUSG00000088911	ENSDARG00000101659
ENSMUSG00000037262	ENSDARG00000045515
ENSMUSG00000106259	
ENSMUSG00000024812	ENSDARG00000063309
ENSMUSG00000024812	ENSDARG00000023443
ENSMUSG00000025049	ENSDARG00000018325
ENSMUSG00000074753	
ENSMUSG00000077440	ENSDARG00000081654
ENSMUSG00000081251	
ENSMUSG00000025269	ENSDARG00000008472
ENSMUSG00000093279	
ENSMUSG00000073179	
ENSMUSG00000101730	
ENSMUSG00000084860	
ENSMUSG00000002668	ENSDARG00000078503
ENSMUSG00000093397	
ENSMUSG00000065463	
ENSMUSG00000028715	ENSDARG00000004964
ENSMUSG00000091195	
ENSMUSG00000087872	ENSDARG00000083675
ENSMUSG00000092641	
ENSMUSG00000029119	ENSDARG00000079463
ENSMUSG00000085209	
ENSMUSG00000077896	
ENSMUSG00000031948	ENSDARG00000103799
ENSMUSG00000096349	
ENSMUSG00000036564	ENSDARG00000103937
ENSMUSG00000084609	
ENSMUSG00000085237	
ENSMUSG00000107464	
ENSMUSG00000022229	
ENSMUSG00000108704	
ENSMUSG00000035671	
ENSMUSG00000058290	ENSDARG00000075354
ENSMUSG00000036983	ENSDARG00000040727
ENSMUSG00000027180	ENSDARG00000029242
ENSMUSG00000077464	ENSDARG00000101659
ENSMUSG00000021999	ENSDARG00000037144
ENSMUSG00000039414	ENSDARG00000059116
ENSMUSG00000057132	ENSDARG00000076055
ENSMUSG00000098858	
ENSMUSG00000107864	
ENSMUSG00000018620	ENSDARG00000055479
ENSMUSG00000018620	ENSDARG00000089887
ENSMUSG00000021135	ENSDARG00000030588
ENSMUSG00000053007	ENSDARG00000070536
ENSMUSG00000064936	
ENSMUSG00000104058	
ENSMUSG00000079439	
ENSMUSG00000046962	ENSDARG00000043285
ENSMUSG00000088696	
ENSMUSG00000066938	
ENSMUSG00000094379	
ENSMUSG00000037971	ENSDARG00000101743
ENSMUSG00000071726	
ENSMUSG00000007379	ENSDARG00000073738
ENSMUSG00000023577	
ENSMUSG00000107116	
ENSMUSG00000076977	
ENSMUSG00000074420	
ENSMUSG00000089832	ENSDARG00000105050
ENSMUSG00000063522	
ENSMUSG00000100761	
ENSMUSG00000022838	ENSDARG00000010432
ENSMUSG00000083242	
ENSMUSG00000106409	
ENSMUSG00000020359	ENSDARG00000040566
ENSMUSG00000108525	
ENSMUSG00000031635	
ENSMUSG00000084449	
ENSMUSG00000100559	
ENSMUSG00000065374	
ENSMUSG00000091900	ENSDARG00000012222
ENSMUSG00000057116	ENSDARG00000073837
ENSMUSG00000098351	
ENSMUSG00000033610	ENSDARG00000008192
ENSMUSG00000033610	ENSDARG00000010098
ENSMUSG00000030002	ENSDARG00000038156
ENSMUSG00000050224	
ENSMUSG00000062591	
ENSMUSG00000071650	ENSDARG00000076888
ENSMUSG00000071650	ENSDARG00000076811
ENSMUSG00000038456	
ENSMUSG00000047044	
ENSMUSG00000097386	
ENSMUSG00000027583	ENSDARG00000078191
ENSMUSG00000083017	
ENSMUSG00000106210	
ENSMUSG00000108068	
ENSMUSG00000077565	ENSDARG00000081802
ENSMUSG00000077565	ENSDARG00000081946
ENSMUSG00000077565	ENSDARG00000083266
ENSMUSG00000077565	ENSDARG00000080372
ENSMUSG00000031230	ENSDARG00000042233
ENSMUSG00000079893	
ENSMUSG00000101129	
ENSMUSG00000035349	ENSDARG00000099973
ENSMUSG00000077181	ENSDARG00000101659
ENSMUSG00000073569	
ENSMUSG00000087933	ENSDARG00000100010
ENSMUSG00000071847	ENSDARG00000098203
ENSMUSG00000094520	
ENSMUSG00000101922	
ENSMUSG00000082376	
ENSMUSG00000095380	
ENSMUSG00000006221	ENSDARG00000104441
ENSMUSG00000093979	
ENSMUSG00000105581	
ENSMUSG00000032000	ENSDARG00000044619
ENSMUSG00000085107	
ENSMUSG00000065757	
ENSMUSG00000039153	ENSDARG00000040261
ENSMUSG00000039153	ENSDARG00000059233
ENSMUSG00000030041	ENSDARG00000099485
ENSMUSG00000086569	
ENSMUSG00000103846	
ENSMUSG00000051515	
ENSMUSG00000024968	ENSDARG00000008278
ENSMUSG00000082861	
ENSMUSG00000077177	
ENSMUSG00000108497	
ENSMUSG00000078240	ENSDARG00000077717
ENSMUSG00000102868	
ENSMUSG00000045777	
ENSMUSG00000104287	
ENSMUSG00000094889	
ENSMUSG00000083289	
ENSMUSG00000061787	ENSDARG00000046157
ENSMUSG00000088280	
ENSMUSG00000090099	
ENSMUSG00000097214	
ENSMUSG00000087913	
ENSMUSG00000041341	ENSDARG00000097650
ENSMUSG00000048939	
ENSMUSG00000092366	
ENSMUSG00000088295	
ENSMUSG00000077587	
ENSMUSG00000065510	
ENSMUSG00000024053	ENSDARG00000102178
ENSMUSG00000024053	ENSDARG00000061196
ENSMUSG00000029152	
ENSMUSG00000035186	
ENSMUSG00000069072	ENSDARG00000079231
ENSMUSG00000069072	ENSDARG00000010816
ENSMUSG00000024937	ENSDARG00000079895
ENSMUSG00000024937	ENSDARG00000057353
ENSMUSG00000100016	
ENSMUSG00000028565	ENSDARG00000062420
ENSMUSG00000089087	
ENSMUSG00000039055	ENSDARG00000076913
ENSMUSG00000021482	ENSDARG00000075299
ENSMUSG00000049313	ENSDARG00000013892
ENSMUSG00000036242	
ENSMUSG00000096218	
ENSMUSG00000102411	
ENSMUSG00000050440	
ENSMUSG00000097354	
ENSMUSG00000020229	ENSDARG00000013871
ENSMUSG00000086785	
ENSMUSG00000037145	
ENSMUSG00000078566	ENSDARG00000022832
ENSMUSG00000078566	ENSDARG00000099961
ENSMUSG00000103228	
ENSMUSG00000097519	
ENSMUSG00000070047	ENSDARG00000017591
ENSMUSG00000070047	ENSDARG00000019063
ENSMUSG00000099407	
ENSMUSG00000084569	
ENSMUSG00000028156	ENSDARG00000013274
ENSMUSG00000028156	ENSDARG00000077012
ENSMUSG00000057446	ENSDARG00000100833
ENSMUSG00000057446	ENSDARG00000087651
ENSMUSG00000057446	ENSDARG00000075527
ENSMUSG00000057446	ENSDARG00000089806
ENSMUSG00000057446	ENSDARG00000089750
ENSMUSG00000057446	ENSDARG00000079376
ENSMUSG00000057446	ENSDARG00000074306
ENSMUSG00000057446	ENSDARG00000095254
ENSMUSG00000057446	ENSDARG00000095072
ENSMUSG00000057446	ENSDARG00000095744
ENSMUSG00000057446	ENSDARG00000039173
ENSMUSG00000057446	ENSDARG00000011701
ENSMUSG00000057446	ENSDARG00000094559
ENSMUSG00000103114	
ENSMUSG00000084137	
ENSMUSG00000039473	ENSDARG00000063169
ENSMUSG00000042705	
ENSMUSG00000065079	
ENSMUSG00000062157	
ENSMUSG00000047045	ENSDARG00000102331
ENSMUSG00000043207	ENSDARG00000044090
ENSMUSG00000096249	
ENSMUSG00000061619	ENSDARG00000093945
ENSMUSG00000054966	
ENSMUSG00000092289	
ENSMUSG00000025323	ENSDARG00000005186
ENSMUSG00000050266	
ENSMUSG00000086502	
ENSMUSG00000000673	ENSDARG00000076487
ENSMUSG00000045930	
ENSMUSG00000093599	
ENSMUSG00000089887	
ENSMUSG00000060807	ENSDARG00000090286
ENSMUSG00000060807	ENSDARG00000074712
ENSMUSG00000060807	ENSDARG00000077960
ENSMUSG00000060807	ENSDARG00000087143
ENSMUSG00000060807	ENSDARG00000091136
ENSMUSG00000060807	ENSDARG00000090850
ENSMUSG00000100234	
ENSMUSG00000043787	
ENSMUSG00000098308	
ENSMUSG00000084223	
ENSMUSG00000093185	
ENSMUSG00000096054	ENSDARG00000009499
ENSMUSG00000096054	ENSDARG00000053484
ENSMUSG00000096054	ENSDARG00000063068
ENSMUSG00000107215	
ENSMUSG00000064515	
ENSMUSG00000095542	
ENSMUSG00000090935	ENSDARG00000028321
ENSMUSG00000030774	
ENSMUSG00000035711	
ENSMUSG00000082315	
ENSMUSG00000099283	
ENSMUSG00000098582	
ENSMUSG00000080516	
ENSMUSG00000078941	ENSDARG00000077870
ENSMUSG00000093877	
ENSMUSG00000099739	
ENSMUSG00000023433	
ENSMUSG00000101820	
ENSMUSG00000020279	
ENSMUSG00000088392	
ENSMUSG00000095220	
ENSMUSG00000082855	
ENSMUSG00000031204	ENSDARG00000037558
ENSMUSG00000031204	ENSDARG00000017086
ENSMUSG00000076407	
ENSMUSG00000088133	
ENSMUSG00000070249	
ENSMUSG00000082473	
ENSMUSG00000088868	
ENSMUSG00000024560	ENSDARG00000025718
ENSMUSG00000024560	ENSDARG00000101996
ENSMUSG00000084399	
ENSMUSG00000082021	
ENSMUSG00000084512	
ENSMUSG00000069274	ENSDARG00000091011
ENSMUSG00000069274	ENSDARG00000075366
ENSMUSG00000069274	ENSDARG00000099920
ENSMUSG00000065546	
ENSMUSG00000031660	ENSDARG00000008380
ENSMUSG00000095448	
ENSMUSG00000089489	ENSDARG00000083638
ENSMUSG00000089489	ENSDARG00000081015
ENSMUSG00000089489	ENSDARG00000082384
ENSMUSG00000089489	ENSDARG00000082127
ENSMUSG00000088245	ENSDARG00000101659
ENSMUSG00000077569	
ENSMUSG00000099754	
ENSMUSG00000047022	ENSDARG00000104845
ENSMUSG00000055817	ENSDARG00000054903
ENSMUSG00000075918	
ENSMUSG00000089128	
ENSMUSG00000104784	
ENSMUSG00000083896	
ENSMUSG00000104773	
ENSMUSG00000103793	ENSDARG00000086969
ENSMUSG00000103793	ENSDARG00000104438
ENSMUSG00000089048	
ENSMUSG00000103645	
ENSMUSG00000086918	
ENSMUSG00000056300	ENSDARG00000036043
ENSMUSG00000059409	ENSDARG00000014428
ENSMUSG00000092777	
ENSMUSG00000032743	ENSDARG00000092882
ENSMUSG00000032743	ENSDARG00000092347
ENSMUSG00000032743	ENSDARG00000094441
ENSMUSG00000103772	
ENSMUSG00000036551	
ENSMUSG00000031645	
ENSMUSG00000024542	ENSDARG00000104831
ENSMUSG00000084031	
ENSMUSG00000050855	
ENSMUSG00000108783	
ENSMUSG00000089309	
ENSMUSG00000095064	
ENSMUSG00000034463	ENSDARG00000008060
ENSMUSG00000096923	
ENSMUSG00000100719	
ENSMUSG00000053868	
ENSMUSG00000099196	
ENSMUSG00000087754	
ENSMUSG00000021148	ENSDARG00000019976
ENSMUSG00000057729	
ENSMUSG00000091157	
ENSMUSG00000031878	ENSDARG00000011301
ENSMUSG00000104405	
ENSMUSG00000091561	ENSDARG00000042533
ENSMUSG00000091561	ENSDARG00000088116
ENSMUSG00000091561	ENSDARG00000029473
ENSMUSG00000046793	ENSDARG00000055570
ENSMUSG00000097481	
ENSMUSG00000083767	
ENSMUSG00000094527	
ENSMUSG00000055691	ENSDARG00000071192
ENSMUSG00000055691	ENSDARG00000041799
ENSMUSG00000029445	ENSDARG00000044935
ENSMUSG00000105722	
ENSMUSG00000029752	ENSDARG00000016375
ENSMUSG00000073565	ENSDARG00000101530
ENSMUSG00000058441	ENSDARG00000063019
ENSMUSG00000031490	
ENSMUSG00000104750	
ENSMUSG00000096083	
ENSMUSG00000087947	ENSDARG00000083638
ENSMUSG00000087947	ENSDARG00000081015
ENSMUSG00000087947	ENSDARG00000082384
ENSMUSG00000087947	ENSDARG00000082127
ENSMUSG00000025482	
ENSMUSG00000096017	
ENSMUSG00000099357	
ENSMUSG00000073919	
ENSMUSG00000105198	
ENSMUSG00000104602	
ENSMUSG00000106844	
ENSMUSG00000070436	ENSDARG00000019949
ENSMUSG00000070436	ENSDARG00000075954
ENSMUSG00000094175	
ENSMUSG00000082280	
ENSMUSG00000041538	ENSDARG00000101030
ENSMUSG00000041538	ENSDARG00000101337
ENSMUSG00000041538	ENSDARG00000104730
ENSMUSG00000041538	ENSDARG00000074510
ENSMUSG00000041538	ENSDARG00000088872
ENSMUSG00000041538	ENSDARG00000076307
ENSMUSG00000041538	ENSDARG00000104635
ENSMUSG00000041538	ENSDARG00000041705
ENSMUSG00000041538	ENSDARG00000056330
ENSMUSG00000041538	ENSDARG00000079105
ENSMUSG00000030960	
ENSMUSG00000101706	
ENSMUSG00000069310	
ENSMUSG00000099997	
ENSMUSG00000106528	
ENSMUSG00000077265	
ENSMUSG00000088362	
ENSMUSG00000070563	
ENSMUSG00000087767	
ENSMUSG00000020256	ENSDARG00000070230
ENSMUSG00000007041	ENSDARG00000103340
ENSMUSG00000107222	
ENSMUSG00000080336	
ENSMUSG00000080155	
ENSMUSG00000038026	ENSDARG00000061636
ENSMUSG00000106520	
ENSMUSG00000094289	
ENSMUSG00000023011	ENSDARG00000038784
ENSMUSG00000089879	
ENSMUSG00000106577	
ENSMUSG00000077736	ENSDARG00000101659
ENSMUSG00000107920	
ENSMUSG00000077347	
ENSMUSG00000093968	
ENSMUSG00000032913	ENSDARG00000078561
ENSMUSG00000080932	
ENSMUSG00000004113	ENSDARG00000021735
ENSMUSG00000004113	ENSDARG00000079295
ENSMUSG00000059934	
ENSMUSG00000078097	
ENSMUSG00000039860	ENSDARG00000037965
ENSMUSG00000043705	ENSDARG00000052917
ENSMUSG00000043705	ENSDARG00000077217
ENSMUSG00000043705	ENSDARG00000008553
ENSMUSG00000043705	ENSDARG00000091723
ENSMUSG00000071235	ENSDARG00000061963
ENSMUSG00000024266	
ENSMUSG00000077485	
ENSMUSG00000106626	
ENSMUSG00000025544	ENSDARG00000003866
ENSMUSG00000082629	
ENSMUSG00000103237	
ENSMUSG00000088575	
ENSMUSG00000107525	
ENSMUSG00000090227	
ENSMUSG00000076802	
ENSMUSG00000025369	ENSDARG00000077946
ENSMUSG00000105665	
ENSMUSG00000079423	ENSDARG00000036493
ENSMUSG00000055409	
ENSMUSG00000106675	
ENSMUSG00000031917	ENSDARG00000059075
ENSMUSG00000026961	
ENSMUSG00000101740	
ENSMUSG00000086815	
ENSMUSG00000077239	ENSDARG00000080942
ENSMUSG00000077239	ENSDARG00000084411
ENSMUSG00000096309	
ENSMUSG00000065479	
ENSMUSG00000043144	
ENSMUSG00000079534	ENSDARG00000060395
ENSMUSG00000100272	
ENSMUSG00000046387	
ENSMUSG00000058328	ENSDARG00000013438
ENSMUSG00000049090	
ENSMUSG00000086792	
ENSMUSG00000031605	ENSDARG00000061786
ENSMUSG00000108263	
ENSMUSG00000043681	
ENSMUSG00000053559	
ENSMUSG00000046109	
ENSMUSG00000089413	
ENSMUSG00000103272	
ENSMUSG00000084740	
ENSMUSG00000098938	
ENSMUSG00000084057	
ENSMUSG00000066697	
ENSMUSG00000061898	
ENSMUSG00000082788	
ENSMUSG00000105629	
ENSMUSG00000024806	
ENSMUSG00000071648	ENSDARG00000026926
ENSMUSG00000071648	ENSDARG00000019752
ENSMUSG00000104587	
ENSMUSG00000043794	
ENSMUSG00000077492	ENSDARG00000101659
ENSMUSG00000106163	ENSDARG00000080685
ENSMUSG00000101112	
ENSMUSG00000083281	
ENSMUSG00000052469	
ENSMUSG00000063550	ENSDARG00000074955
ENSMUSG00000102413	
ENSMUSG00000089203	
ENSMUSG00000021243	ENSDARG00000102333
ENSMUSG00000031808	ENSDARG00000006240
ENSMUSG00000031808	ENSDARG00000104949
ENSMUSG00000083209	
ENSMUSG00000085936	
ENSMUSG00000099760	
ENSMUSG00000088749	
ENSMUSG00000041730	ENSDARG00000069329
ENSMUSG00000045291	ENSDARG00000100766
ENSMUSG00000045291	ENSDARG00000013990
ENSMUSG00000048442	
ENSMUSG00000092564	
ENSMUSG00000107397	
ENSMUSG00000071490	
ENSMUSG00000059343	ENSDARG00000034470
ENSMUSG00000059343	ENSDARG00000011665
ENSMUSG00000084416	
ENSMUSG00000061524	ENSDARG00000015554
ENSMUSG00000061524	ENSDARG00000037178
ENSMUSG00000061524	ENSDARG00000015567
ENSMUSG00000089179	
ENSMUSG00000101628	
ENSMUSG00000030610	ENSDARG00000098247
ENSMUSG00000034041	ENSDARG00000091603
ENSMUSG00000034041	ENSDARG00000019930
ENSMUSG00000045114	ENSDARG00000103588
ENSMUSG00000065745	
ENSMUSG00000093954	ENSDARG00000073743
ENSMUSG00000024026	ENSDARG00000068978
ENSMUSG00000029208	ENSDARG00000029088
ENSMUSG00000067543	
ENSMUSG00000067649	ENSDARG00000058212
ENSMUSG00000091096	
ENSMUSG00000097127	
ENSMUSG00000002319	ENSDARG00000041493
ENSMUSG00000108660	
ENSMUSG00000047641	
ENSMUSG00000031534	ENSDARG00000037423
ENSMUSG00000092134	
ENSMUSG00000093286	
ENSMUSG00000097247	
ENSMUSG00000095858	
ENSMUSG00000091649	ENSDARG00000021677
ENSMUSG00000081804	
ENSMUSG00000084995	
ENSMUSG00000027435	ENSDARG00000074434
ENSMUSG00000049315	
ENSMUSG00000045394	ENSDARG00000040534
ENSMUSG00000078061	
ENSMUSG00000101400	
ENSMUSG00000094161	
ENSMUSG00000020198	ENSDARG00000071424
ENSMUSG00000084288	
ENSMUSG00000074825	
ENSMUSG00000032245	ENSDARG00000077584
ENSMUSG00000032245	ENSDARG00000090002
ENSMUSG00000087570	
ENSMUSG00000057396	ENSDARG00000012642
ENSMUSG00000047766	
ENSMUSG00000086758	
ENSMUSG00000031493	
ENSMUSG00000103831	
ENSMUSG00000081038	
ENSMUSG00000081237	
ENSMUSG00000094733	ENSDARG00000045352
ENSMUSG00000094733	ENSDARG00000028164
ENSMUSG00000094733	ENSDARG00000045980
ENSMUSG00000063888	ENSDARG00000042864
ENSMUSG00000046679	ENSDARG00000059636
ENSMUSG00000059734	ENSDARG00000051986
ENSMUSG00000059734	ENSDARG00000057055
ENSMUSG00000095900	
ENSMUSG00000056870	ENSDARG00000001733
ENSMUSG00000056870	ENSDARG00000057833
ENSMUSG00000082026	
ENSMUSG00000081072	
ENSMUSG00000032121	ENSDARG00000027129
ENSMUSG00000088982	
ENSMUSG00000034957	ENSDARG00000036074
ENSMUSG00000024030	ENSDARG00000063475
ENSMUSG00000034353	ENSDARG00000056704
ENSMUSG00000074671	ENSDARG00000005015
ENSMUSG00000090126	
ENSMUSG00000022892	ENSDARG00000055543
ENSMUSG00000022892	ENSDARG00000104279
ENSMUSG00000077258	
ENSMUSG00000003464	ENSDARG00000004891
ENSMUSG00000055882	ENSDARG00000078929
ENSMUSG00000083955	
ENSMUSG00000073910	
ENSMUSG00000065950	
ENSMUSG00000095935	
ENSMUSG00000079559	
ENSMUSG00000084691	
ENSMUSG00000091636	
ENSMUSG00000076490	
ENSMUSG00000056476	
ENSMUSG00000021460	ENSDARG00000042975
ENSMUSG00000088400	
ENSMUSG00000104584	
ENSMUSG00000022636	ENSDARG00000058538
ENSMUSG00000022636	ENSDARG00000026531
ENSMUSG00000095490	
ENSMUSG00000077511	
ENSMUSG00000101945	
ENSMUSG00000039728	ENSDARG00000067964
ENSMUSG00000052026	ENSDARG00000030006
ENSMUSG00000105342	
ENSMUSG00000077272	
ENSMUSG00000017652	ENSDARG00000054968
ENSMUSG00000041550	ENSDARG00000090286
ENSMUSG00000041550	ENSDARG00000074712
ENSMUSG00000041550	ENSDARG00000077960
ENSMUSG00000041550	ENSDARG00000087143
ENSMUSG00000041550	ENSDARG00000091136
ENSMUSG00000041550	ENSDARG00000090850
ENSMUSG00000060216	ENSDARG00000011545
ENSMUSG00000060216	ENSDARG00000039215
ENSMUSG00000094264	
ENSMUSG00000086519	
ENSMUSG00000094296	
ENSMUSG00000031574	ENSDARG00000006137
ENSMUSG00000039756	ENSDARG00000057648
ENSMUSG00000102232	
ENSMUSG00000094856	ENSDARG00000102489
ENSMUSG00000094856	ENSDARG00000089651
ENSMUSG00000094856	ENSDARG00000102873
ENSMUSG00000094856	ENSDARG00000086849
ENSMUSG00000094856	ENSDARG00000104950
ENSMUSG00000094856	ENSDARG00000103562
ENSMUSG00000094856	ENSDARG00000100798
ENSMUSG00000094856	ENSDARG00000103841
ENSMUSG00000094856	ENSDARG00000100644
ENSMUSG00000094856	ENSDARG00000105157
ENSMUSG00000094856	ENSDARG00000099710
ENSMUSG00000094856	ENSDARG00000099904
ENSMUSG00000094856	ENSDARG00000105300
ENSMUSG00000094856	ENSDARG00000104855
ENSMUSG00000094856	ENSDARG00000099418
ENSMUSG00000094856	ENSDARG00000100538
ENSMUSG00000094856	ENSDARG00000101795
ENSMUSG00000094856	ENSDARG00000100065
ENSMUSG00000094856	ENSDARG00000103976
ENSMUSG00000094856	ENSDARG00000100303
ENSMUSG00000094856	ENSDARG00000105307
ENSMUSG00000094856	ENSDARG00000097770
ENSMUSG00000094856	ENSDARG00000100234
ENSMUSG00000094856	ENSDARG00000099243
ENSMUSG00000094856	ENSDARG00000103249
ENSMUSG00000094856	ENSDARG00000101505
ENSMUSG00000094856	ENSDARG00000099521
ENSMUSG00000094856	ENSDARG00000103401
ENSMUSG00000094856	ENSDARG00000090260
ENSMUSG00000094856	ENSDARG00000104067
ENSMUSG00000094856	ENSDARG00000091087
ENSMUSG00000094856	ENSDARG00000101742
ENSMUSG00000094856	ENSDARG00000103943
ENSMUSG00000094856	ENSDARG00000098779
ENSMUSG00000094856	ENSDARG00000102549
ENSMUSG00000094856	ENSDARG00000099417
ENSMUSG00000094856	ENSDARG00000086420
ENSMUSG00000094856	ENSDARG00000098557
ENSMUSG00000094856	ENSDARG00000099550
ENSMUSG00000094856	ENSDARG00000088493
ENSMUSG00000094856	ENSDARG00000101502
ENSMUSG00000094856	ENSDARG00000103275
ENSMUSG00000094856	ENSDARG00000098323
ENSMUSG00000094856	ENSDARG00000102112
ENSMUSG00000094856	ENSDARG00000102429
ENSMUSG00000094856	ENSDARG00000100417
